,SqFootage,ProjType,Rooms,AppType,ProjName,Category,CreYear,LastYear,BOZA,PC,LDT,DRC,Units
404,13600,retail,0,ZONE,Marshall Ave Retail,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
405,5632,veternary,0,ZONE,St. Matthews Animal Clinic,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
406,0,single-family,0,ZONE,4804 E Indian Trail,single family,2017,2017,No decision,No decision,No decision,No decision,0
407,20600,retail,0,ZONE,4804 E Indian Trail,commercial,2017,2017,No decision,No decision,No decision,No decision,0
408,14466,religious,0,ZONE,4804 E Indian Trail,institutional,2017,2017,No decision,No decision,No decision,No decision,0
409,0,multi-family,0,ZONE,4804 E Indian Trail,multi family,2017,2017,No decision,No decision,No decision,No decision,24
410,10000,retail,0,ZONE,4526 Cane Run Rd,commercial,2017,2017,No decision,No decision,No decision,No decision,0
411,66300,mini-warehouse,0,ZONE,4526 Cane Run Rd,commercial,2017,2017,No decision,No decision,No decision,No decision,0
412,109997,mini-warehouse,0,ZONE,7500 Bardstown Rd,commercial,2017,2018,No decision,No Recommendation,Sent to PC,No decision,0
413,71100,retail,0,ZONE,Covington By the Park,commercial,2017,2017,No decision,No decision,No decision,No decision,0
414,14550,retail,0,ZONE,10515 Taylorsville Rd,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
415,25459,medical,0,ZONE,2944 Breckenridge LN,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
416,5100,convenience store,0,ZONE,2944 Breckenridge LN,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
417,10001,office,0,ZONE,Payne Street Office,commercial,2017,2017,No decision,Approved,Sent to PC,No decision,0
418,8358,gallery,0,ZONE,Architype Gallery/Bar,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
419,222000,recreation,0,ZONE,Louisville City Football Club,commercial,2017,2018,No decision,Approved,Sent to PC,Approved,0
420,606572,commercial,0,ZONE,Louisville City Football Club,commercial,2017,2018,No decision,Approved,Sent to PC,Approved,0
421,600,office,0,ZONE,Williams Prop. Self-Storage,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
422,63150,mini-warehouse,0,ZONE,Williams Prop. Self-Storage,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
423,11500,restaurant,0,ZONE,Bullitt Lane Restaurants,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
424,27610,retail,0,ZONE,8912 Smyrna Pwy,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
425,20150,restaurant,0,ZONE,8912 Smyrna Pwy,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
426,1500,office,0,ZONE,8912 Smyrna Pwy,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
427,28695,mini-warehouse,0,ZONE,8912 Smyrna Pwy,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
428,72150,warehouse,0,ZONE,Nicklies- Old La Grange,industrial,2017,2018,No decision,Approved,Sent to PC,No decision,0
429,360,salon,0,ZONE,Taylor Styles Salon,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
430,9947,auto services,0,ZONE,Speedwash Car Cash,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
431,10444,grocery,0,ZONE,Crossroads IPA,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
432,10125,retail,0,ZONE,3421 taylor Blvd,commercial,2017,2018,No decision,No decision,Continued,No decision,0
433,8390,restaurant,0,ZONE,3421 taylor Blvd,commercial,2017,2018,No decision,No decision,Continued,No decision,0
434,4074,convenience store,0,ZONE,3421 taylor Blvd,commercial,2017,2018,No decision,No decision,Continued,No decision,0
435,2576,office,0,ZONE,6305 Camp Ground Rd,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
436,0,multi-family,0,ZONE,6305 Camp Ground Rd,multi family,2017,2018,No decision,Approved,Sent to PC,No decision,38
437,0,multi-family,0,ZONE,5002 Shepherdsville Rd,multi family,2017,2017,No decision,No decision,No decision,No decision,144
438,0,single-family,0,ZONE,16401 Shelbyville Rd.,single family,2017,2017,No decision,Approved,Sent to PC,No decision,0
439,0,multi-family,0,ZONE,Charleswood Apts,multi family,2017,2017,No decision,No decision,No decision,No decision,24
440,1210,office,0,ZONE,Office Building,commercial,2017,2017,No decision,Approved,Sent to PC,No decision,0
441,0,multi-family,0,ZONE,Office Building,multi family,2017,2017,No decision,Approved,Sent to PC,No decision,2
442,881,medical,0,ZONE,Eberle Othodontics,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
443,0,senior living,0,ZONE,Artis Senior Living,multi family,2017,2017,No decision,Approved,Sent to PC,No decision,72
444,6000,retail,0,ZONE,Artis Senior Living,commercial,2017,2017,No decision,Approved,Sent to PC,No decision,0
445,4200,banking,0,ZONE,Artis Senior Living,commercial,2017,2017,No decision,Approved,Sent to PC,No decision,0
446,43436,mini-warehouse,0,ZONE,Orell Mini-Warehouse,commercial,2017,2017,No decision,Approved,Sent to PC,No decision,0
447,24550,retail,0,ZONE,Oreo 6 Development,commercial,2017,2017,No decision,No decision,No decision,No decision,0
448,0,multi-family,0,ZONE,Morat Ave Apts,multi family,2017,2017,No decision,Approved,Sent to PC,No decision,244
449,153275,warehouse,0,ZONE,Orell Warehouse,industrial,2017,2017,No decision,Approved,Sent to PC,No decision,0
450,7225,office,0,ZONE,Orell Warehouse,commercial,2017,2017,No decision,Approved,Sent to PC,No decision,0
451,600,office,0,ZONE,Mud Lane Storage,commercial,2017,2017,No decision,Approved,Sent to PC,No decision,0
452,84125,mini-warehouse,0,ZONE,Mud Lane Storage,commercial,2017,2017,No decision,Approved,Sent to PC,No decision,0
453,5082,convenience store,0,ZONE,Circle K,commercial,2017,2018,No decision,Approved,Sent to PC,No decision,0
454,72663,mini-warehouse,0,ZONE,Stor-All,commercial,2017,2017,No decision,No decision,No decision,No decision,0
455,8800,contractor,0,ZONE,"FW Owens Company, LLC",industrial,2017,2017,No decision,Approved,Sent to PC,No decision,0
456,0,multi-family,0,ZONE,Johnason Barton,multi family,2017,2017,No decision,No decision,No decision,No decision,2
457,0,senior living,0,ZONE,StoryPoint,multi family,2017,2017,No decision,Approved,Sent to PC,No decision,120
458,0,assisted living,0,ZONE,StoryPoint,multi family,2017,2017,No decision,Approved,Sent to PC,No decision,42
459,0,auto services,0,ZONE,3403 & 3405 Dixie,commercial,2017,2017,No decision,No decision,No decision,No decision,0
460,2500,auto services,0,ZONE,4213 Bardstown Road,commercial,2017,2017,No decision,Approved,Sent to PC,No decision,0
461,0,multi-family,0,ZONE,Villas of Beaumont,multi family,2017,2017,No decision,Approved,Sent to PC,No decision,58
462,0,multi-family,0,ZONE,Tucker Station Road,multi family,2017,2017,No decision,Approved,Sent to PC,No decision,370
463,1155,office,0,ZONE,Kylene's Photography,commercial,2017,2017,No decision,Approved,Sent to PC,No decision,0
464,0,multi-family,0,ZONE,Kylene's Photography,multi family,2017,2017,No decision,Approved,Sent to PC,No decision,3
465,4500,banking,0,ZONE,Juneau Drive,commercial,2017,2017,No decision,Approved,Sent to PC,No decision,0
466,16400,contractor,0,ZONE,Marrilla Warehouse Road,industrial,2017,2017,No decision,Approved,Sent to PC,No decision,0
467,6748,auto services,0,SITEPLAN,4139 BARDSTOWN RD,commercial,2017,2017,No decision,No decision,No decision,No decision,0
468,24350,auto services,0,SITEPLAN,4220 Bardstown Rd.,commercial,2017,2017,No decision,No decision,No decision,Approved,0
469,33650,warehouse,0,SITEPLAN,2705 Waterson Trl,industrial,2017,2017,No decision,No decision,No decision,Approved,0
470,5450,office,0,SITEPLAN,2705 Waterson Trl,commercial,2017,2017,No decision,No decision,No decision,Approved,0
471,42,auto services,0,SITEPLAN,1323 S Hurstbourne Pky,commercial,2017,2017,No decision,No decision,No decision,Approved,0
472,12120,religious,0,SITEPLAN,Evangel World Prayer,institutional,2017,2017,No decision,No decision,No decision,Approved,0
473,14000,warehouse,0,SITEPLAN,2202 Blankenbaker Road,industrial,2017,2017,No decision,No decision,No decision,Approved,0
474,4585,warehouse,0,SITEPLAN,Plantside,industrial,2017,2017,No decision,No decision,No decision,Approved,0
475,2964,retail,0,SITEPLAN,10600 Shelbyville Road,commercial,2017,2017,No decision,No decision,No decision,No decision,0
476,9725,warehouse,0,SITEPLAN,11215 Decimal Drive,industrial,2017,2017,No decision,No decision,No decision,Approved,0
477,897,restaurant,0,SITEPLAN,809 Market Street,commercial,2017,2017,No decision,Approved,Continued,No decision,0
478,726,auto services,0,SITEPLAN,8038 Dixie Hwy,commercial,2017,2017,Approved,No decision,No decision,No decision,0
479,12300,daycare,0,SITEPLAN,14801 Bush Farm Rd.,commercial,2017,2017,Approved,No decision,No decision,No decision,0
480,8400,retail,0,SITEPLAN,13905 Promenade Green Way,commercial,2017,2017,Approved,No decision,No decision,No decision,0
481,54000,office,0,SITEPLAN,13905 Promenade Green Way,commercial,2017,2017,Approved,No decision,No decision,No decision,0
482,4920,retail,0,SITEPLAN,Retail Hardware Store,commercial,2017,2017,Approved,No decision,No decision,No decision,0
483,740,office,0,SITEPLAN,1122 Rogers Street,commercial,2017,2017,Approved,No decision,No decision,Approved,0
484,0,single-family,0,SUBDIV,The Courtyards,single family,2017,2018,No decision,Approved,No decision,No decision,0
485,0,single-family,0,SUBDIV,Aiken Subdivision Section 2,single family,2017,2018,No decision,Approved,No decision,No decision,0
486,0,single-family,0,SUBDIV,8607 Beulah Church Rd,single family,2017,2018,No decision,Approved,No decision,No decision,0
487,0,single-family,0,SUBDIV,Covington By the Park,single family,2017,2017,No decision,Approved,Sent to PC,No decision,0
488,0,single-family,0,SUBDIV,Brookstone Homes,single family,2017,2018,No decision,Approved,No decision,No decision,0
489,0,single-family,0,SUBDIV,Vista Hills Revised Subdiv,single family,2017,2017,No decision,No decision,No decision,No decision,0
490,0,single-family,0,SUBDIV,Willowgate Subdivision,single family,2017,2017,No decision,No decision,Approved,No decision,0
491,0,single-family,0,SUBDIV,Cedar Brook Subdivision,single family,2017,2017,No decision,No decision,Approved,No decision,0
492,0,single-family,0,SUBDIV,11400 Vista Club Ct,single family,2017,2017,No decision,No decision,Approved,No decision,0
493,0,single-family,0,SUBDIV,Stapleton Ridge,single family,2017,2017,No decision,No decision,Approved,No decision,0
494,0,single-family,0,SUBDIV,Brooke Stone Estates,single family,2017,2017,No decision,No decision,Approved,No decision,0
495,0,single-family,0,SUBDIV,Johnson Road,single family,2017,2017,No decision,Approved,Continued,No decision,0
496,0,single-family,0,SUBDIV,Chenoweth Run Road,single family,2017,2017,No decision,No decision,Approved,No decision,0
497,0,single-family,0,SUBDIV,Glen Lakes Section 4,single family,2017,2017,No decision,Approved,Continued,No decision,0
498,0,single-family,0,SUBDIV,Meremont Section 2,single family,2017,2017,No decision,No decision,No decision,No decision,0
499,0,single-family,0,SUBDIV,Washington Green Conservation,single family,2017,2017,No decision,No decision,Approved,No decision,0
500,0,single-family,0,SUBDIV,Spring Villa,single family,2017,2017,No decision,No decision,Approved,No decision,0
501,0,single-family,0,SUBDIV,Garwood Place Subdivision,single family,2017,2017,No decision,No decision,Approved,No decision,0
502,0,single-family,0,SUBDIV,Wilkie Ridge,single family,2017,2017,No decision,No decision,Approved,No decision,0
503,0,single-family,0,SUBDIV,12800 Rehl Rd,single family,2017,2017,No decision,No decision,Continued,Approved,0
504,0,single-family,0,SUBDIV,18001 Shelbyville Road,single family,2017,2017,No decision,Approved,No decision,No decision,0
505,0,single-family,0,SUBDIV,Grand Lakes Estates,single family,2017,2017,No decision,No decision,Approved,No decision,0
506,0,Zoned,0,SUBDIV,7601 Underwood Trail,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
507,0,Zoned,0,SUBDIV,1833 Magazine St,minorplat,2017,2018,No decision,No decision,No decision,Approved,0
508,0,Zoned,0,SUBDIV,8801 Brownsboro Rd,minorplat,2017,2018,No decision,No decision,No decision,Approved,0
509,0,Zoned,0,SUBDIV,Poplar Level Self-Storage,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
510,0,Zoned,0,SUBDIV,1555 River Rd.,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
511,0,Zoned,0,SUBDIV,1808 N English Station Rd,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
512,0,Zoned,0,SUBDIV,Tucker Station Apartments,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
513,0,Zoned,0,SUBDIV,Sutherland Point,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
514,0,Zoned,0,SUBDIV,7007 Old Heady Rd,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
515,0,Zoned,0,SUBDIV,Life Bridge Chiristian Church,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
516,0,Zoned,0,SUBDIV,Middletown Apartments,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
517,0,Zoned,0,SUBDIV,8102 Glaser Ln,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
518,0,Zoned,0,SUBDIV,10631 Taylorsville Rd,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
519,0,Zoned,0,SUBDIV,8900 Adrienne Way,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
520,0,Zoned,0,SUBDIV,158 Thierman Ln,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
521,0,Zoned,0,SUBDIV,1608 Penile Rd,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
522,0,Zoned,0,SUBDIV,Preston Place,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
523,0,Zoned,0,SUBDIV,Lexington & Payne CSO Intercep,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
524,0,Zoned,0,SUBDIV,St. Joesph Catholic Orphans,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
525,0,Zoned,0,SUBDIV,10801 Deering Rd.,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
526,0,Zoned,0,SUBDIV,11437 Seatonville Rd,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
527,0,Zoned,0,SUBDIV,5207 Blevins Gap Rd,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
528,0,Zoned,0,SUBDIV,Quinn-10025 Grassland Dr,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
529,0,Zoned,0,SUBDIV,American Legion,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
530,0,Zoned,0,SUBDIV,Ochsner Minor Plat,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
531,0,Zoned,0,SUBDIV,Creek Alley Properties,minorplat,2017,2018,No decision,No decision,No decision,Approved,0
532,0,Zoned,0,SUBDIV,1313 Etawah Ave,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
533,0,Zoned,0,SUBDIV,Norton Commons,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
534,0,Zoned,0,SUBDIV,2004 Granger Rd,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
535,0,Zoned,0,SUBDIV,240 Sears Ave,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
536,0,Zoned,0,SUBDIV,3930 Massie Ave,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
537,0,Zoned,0,SUBDIV,Rover Park Apartments Phase 3,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
538,0,Zoned,0,SUBDIV,17556 Aiken Rd,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
539,0,Zoned,0,SUBDIV,Blankenbaker Station II,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
540,0,Zoned,0,SUBDIV,6612 Mount Washington Rd,minorplat,2017,2017,No decision,No decision,No decision,Approved,0
541,0,Zoned,0,SUBDIV,100 Outer Loop,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
542,0,Zoned,0,SUBDIV,Mason Dixon Lane,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
543,0,Zoned,0,SUBDIV,2504 Rudy Ln,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
544,0,Zoned,0,SUBDIV,4401 Potts Rd,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
545,0,Zoned,0,SUBDIV,7209 E. Manslick,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
546,0,Zoned,0,SUBDIV,12309 Old La Grange Rd.,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
547,0,Zoned,0,SUBDIV,McMahan Farm,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
548,0,Zoned,0,SUBDIV, ,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
549,0,Zoned,0,SUBDIV,10500 Westport Road,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
550,0,Zoned,0,SUBDIV,Old Henry Crossing,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
551,0,Zoned,0,SUBDIV,5811 Lovers Lane,minorplat,2017,2017,No decision,No decision,No decision,Approved,0
552,0,Zoned,0,SUBDIV,1038 Franklin St,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
553,0,Zoned,0,SUBDIV,Estates of St. Anthony,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
554,0,Zoned,0,SUBDIV,1700 Alliant Ave,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
555,0,Zoned,0,SUBDIV,5244 Dixie Hwy,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
556,0,Zoned,0,SUBDIV,Mercedes Benz of Louisville,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
557,0,Zoned,0,SUBDIV,Tucker Station Rd.,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
558,0,Zoned,0,SUBDIV,317 N English Station Rd,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
559,0,Zoned,0,SUBDIV,10902 Lower River Rd.,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
560,0,Zoned,0,SUBDIV,2610 Hale Ave,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
561,0,Zoned,0,SUBDIV,"Jefferson AD II, LLC",minorplat,2017,2017,No decision,No decision,No decision,No decision,0
562,0,Zoned,0,SUBDIV,Gilliand Estate,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
563,0,Zoned,0,SUBDIV,1240 Cooper Ave.,minorplat,2017,2017,No decision,No decision,No decision,Approved,0
564,0,Zoned,0,SUBDIV,St Josephs,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
565,0,Zoned,0,SUBDIV,Westport Road Plaza,minorplat,2017,2017,No decision,No decision,No decision,Approved,0
566,0,Zoned,0,SUBDIV,5360 Rangeland Rd.,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
567,0,Zoned,0,SUBDIV,4608 Kerrick Lane,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
568,0,Zoned,0,SUBDIV,Jefferson Green Apartments,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
569,0,Zoned,0,SUBDIV,Gilezan- 16608 Dry Ridge Rd,minorplat,2017,2017,No decision,No decision,No decision,Approved,0
570,0,Zoned,0,SUBDIV,4801 Mud Lane,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
571,0,Zoned,0,SUBDIV,1120 Clay Avenue,minorplat,2017,2017,No decision,No decision,No decision,Approved,0
572,0,Zoned,0,SUBDIV,1231 Belmar Dr,minorplat,2017,2017,No decision,No decision,No decision,Approved,0
573,0,Zoned,0,SUBDIV,Havertys Retail Complex,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
574,0,Zoned,0,SUBDIV,2833 Tremont Dr,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
575,0,Zoned,0,SUBDIV,St. Timothy Catholic Church,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
576,0,Zoned,0,SUBDIV,St. Raphael's Catholic Church,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
577,0,Zoned,0,SUBDIV,Ballinger,minorplat,2017,2017,No decision,No decision,No decision,Approved,0
578,0,Zoned,0,SUBDIV,Fern Valley Hotels,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
579,0,Zoned,0,SUBDIV,Building Kidz School,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
580,0,Zoned,0,SUBDIV,6712 Duroc Avenue,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
581,0,Zoned,0,SUBDIV,Taylor Cove,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
582,0,Zoned,0,SUBDIV,Middletown Shops,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
583,0,Zoned,0,SUBDIV,Coffman Minor Plat,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
584,0,Zoned,0,SUBDIV,Corby Minor Plat,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
585,0,Zoned,0,SUBDIV,Rockford Lane Minor Plat,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
586,0,Zoned,0,SUBDIV,Vista Hills,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
587,0,Zoned,0,SUBDIV,Dove Point Estates,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
588,0,Zoned,0,SUBDIV,"Chenoweth Run, LLC",minorplat,2017,2017,No decision,No decision,No decision,No decision,0
589,0,Zoned,0,SUBDIV,Townnplace Suites-Springhurst,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
590,0,Zoned,0,SUBDIV,10607 Deering Road,minorplat,2017,2017,No decision,No decision,No decision,No decision,0
591,7496,manufacturing,0,SITEPLAN,Wright Elevator Solutions,industrial,2017,2017,No decision,No decision,No decision,No decision,0
592,28809,religious,0,SITEPLAN,Burnett Baptist Church,institutional,2017,2017,No decision,No decision,No decision,No decision,0
593,1931,office,0,SITEPLAN,Xtra Lease,commercial,2017,2017,No decision,No decision,No decision,No decision,0
594,2422,banking,0,SITEPLAN,6602 Preston Hwy,commercial,2017,2017,No decision,No decision,No decision,No decision,0
595,11000,warehouse,0,SITEPLAN,10171 Bunsen Way,industrial,2017,2017,No decision,No decision,No decision,No decision,0
596,4000,office,0,SITEPLAN,10171 Bunsen Way,commercial,2017,2017,No decision,No decision,No decision,No decision,0
597,1800,auto services,0,SITEPLAN,4141 Bardstown Rd,commercial,2017,2017,No decision,No decision,No decision,No decision,0
598,2679,restaurant,0,SITEPLAN,Starbucks/Shelbyville Rd,commercial,2017,2017,No decision,No decision,No decision,No decision,0
599,13000,office,0,SITEPLAN,Hunnington Place,commercial,2017,2017,No decision,No decision,No decision,No decision,0
600,996,office,0,SITEPLAN,BKJ Properties Building Add.,commercial,2017,2017,No decision,No decision,No decision,No decision,0
601,7900,restaurant,0,SITEPLAN,Texas Roadhouse,commercial,2017,2017,No decision,No decision,No decision,No decision,0
602,603,restaurant,0,SITEPLAN,6328 River Rd,commercial,2017,2018,No decision,No decision,No decision,Approved,0
603,26033,manufacturing,0,SITEPLAN,WireCrafters Strawberry Ln,industrial,2017,2017,No decision,No decision,No decision,No decision,0
604,126810,office,0,SITEPLAN,Old Henry Crossing,commercial,2017,2017,No decision,No decision,No decision,No decision,0
605,9656,retail,0,SITEPLAN,Ratail Center,commercial,2017,2018,No decision,No decision,No decision,Approved,0
606,3909,restaurant,0,SITEPLAN,Ratail Center,commercial,2017,2018,No decision,No decision,No decision,Approved,0
607,18560,auto services,0,SITEPLAN,Ratail Center,commercial,2017,2018,No decision,No decision,No decision,Approved,0
608,5600,auto services,0,SITEPLAN,Blue Iguana Carwash,commercial,2017,2018,Approved,No decision,No decision,No decision,0
609,5200,manufacturing,0,SITEPLAN,L1 Deodorizer Platform,industrial,2017,2018,No decision,No decision,No decision,Approved,0
610,25007,manufacturing,0,SITEPLAN,Crown Packaging,industrial,2017,2018,No decision,No decision,No decision,Approved,0
611,15000,banking,0,SITEPLAN,Transcend Credit Union,commercial,2017,2017,No decision,No decision,No decision,No decision,0
612,2706,retail,0,SITEPLAN,5868 New Cut Rd.,commercial,2017,2017,No decision,No decision,No decision,No decision,0
613,1584,restaurant,0,SITEPLAN,5868 New Cut Rd.,commercial,2017,2017,No decision,No decision,No decision,No decision,0
614,8849,medical,0,SITEPLAN,Advanced ENT,commercial,2017,2017,No decision,No decision,No decision,No decision,0
615,11526,retail,0,SITEPLAN,5501 Clearwater Farm Blvd,commercial,2017,2018,No decision,No decision,No decision,Approved,0
616,8139,restaurant,0,SITEPLAN,5501 Clearwater Farm Blvd,commercial,2017,2018,No decision,No decision,No decision,Approved,0
617,7125,auto services,0,SITEPLAN,8717 Westport Rd,commercial,2017,2018,No decision,No decision,No decision,Approved,0
618,0,multi-family,0,SITEPLAN,Allen Apartments,multi family,2017,2017,No decision,No decision,No decision,No decision,29
619,0,multi-family,0,SITEPLAN,Oxmoor Farm Apartments,multi family,2017,2018,No decision,No decision,No decision,Approved,301
620,32900,manufacturing,0,SITEPLAN,Sentry Steel,industrial,2017,2017,No decision,No decision,No decision,No decision,0
621,2400,warehouse,0,SITEPLAN,317 N English Station Rd,industrial,2017,2018,No decision,No decision,Approved,No decision,0
622,41546,manufacturing,0,SITEPLAN,Brown Foreman Expansion,industrial,2017,2018,No decision,No decision,No decision,Approved,0
623,2939,restaurant,0,SITEPLAN,Krispy Kreme @ Shelbyville Rd,commercial,2017,2018,No decision,No decision,No decision,Approved,0
624,3445,restaurant,0,SITEPLAN,Rabbit Hole - Little victory,commercial,2017,2017,No decision,No decision,No decision,No decision,0
625,1875,restaurant,0,SITEPLAN,600 N Engilsh Station Rd,commercial,2017,2017,No decision,No decision,No decision,Approved,0
626,12150,recreation,0,SITEPLAN,600 N Engilsh Station Rd,commercial,2017,2017,No decision,No decision,No decision,Approved,0
627,1426,restaurant,0,SITEPLAN,825 S Hurstbourne Pky,commercial,2017,2017,No decision,No decision,No decision,No decision,0
628,1103,private club,0,SITEPLAN,Copperfield Clubhouse,commercial,2017,2017,No decision,No decision,No decision,No decision,0
629,70425,manufacturing,0,SITEPLAN,Ford LAP Building Addition,industrial,2017,2017,No decision,Approved,No decision,Approved,0
630,9500,warehouse,0,SITEPLAN,United Electric,industrial,2017,2017,No decision,No decision,No decision,No decision,0
631,3200,office,0,SITEPLAN,United Electric,commercial,2017,2017,No decision,No decision,No decision,No decision,0
632,402148,warehouse,0,SITEPLAN,Poplar Logistics Center,industrial,2017,2017,No decision,No decision,No decision,No decision,0
633,15000,office,0,SITEPLAN,Poplar Logistics Center,commercial,2017,2017,No decision,No decision,No decision,No decision,0
634,900,office,0,SITEPLAN,3913 Accomack Dr.,commercial,2017,2017,No decision,Approved,No decision,Approved,0
635,120900,mini-warehouse,0,SITEPLAN,3913 Accomack Dr.,commercial,2017,2017,No decision,Approved,No decision,Approved,0
636,0,multi-family,0,SITEPLAN,East Kentucky Lofts,multi family,2017,2017,Approved,No decision,No decision,No decision,25
637,0,hotel,81,SITEPLAN,Candlewood Suites,hotel,2017,2018,Approved,No decision,Approved,No decision,0
638,0,senior living,0,SITEPLAN,Beecher Terrace Senior Living,multi family,2017,2017,Approved,No decision,No decision,No decision,120
639,41050,retail,0,SITEPLAN,Beulah Church Village,commercial,2017,2017,No decision,No decision,No decision,No decision,0
640,30050,office,0,SITEPLAN,Beulah Church Village,commercial,2017,2017,No decision,No decision,No decision,No decision,0
641,0,multi-family,0,SITEPLAN,523 Park Ave,multi family,2017,2017,No decision,No decision,No decision,Approved,16
642,11200,warehouse,0,SITEPLAN,4001 S Brook Street CAT2B,industrial,2017,2017,Approved,No decision,No decision,No decision,0
643,0,assisted living,0,SITEPLAN,BeeHive Homes,multi family,2017,2017,Approved,No decision,Approved,No decision,4
644,2880,warehouse,0,SITEPLAN,5800 Poplar Level Rd.,industrial,2017,2017,No decision,No decision,No decision,No decision,0
645,1158,religious,0,SITEPLAN,Third Ave Baptist Church,institutional,2017,2017,No decision,No decision,No decision,No decision,0
